maintenance_id,station_id,timestamp,type,failure_type,duration_min,component,action_taken,successful_restart,date,year,month,month_name,week,day_name
MT000156,ST01,2026-01-16 23:30:00.000000000,Preventive,,11.06,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-16,2026,1,January,3,Friday
MT000157,ST01,2026-01-17 02:15:00.000000000,Preventive,,11.52,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-17,2026,1,January,3,Saturday
MT000158,ST02,2026-01-17 03:19:08.687705163,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-17,2026,1,January,3,Saturday
MT000159,ST02,2026-01-17 05:01:14.856557275,Corrective,Communication Fault,13.5,Communication Fault,"Inspect, reset or replace affected component",True,2026-01-17,2026,1,January,3,Saturday
MT000160,ST03,2026-01-17 03:45:04.129408000,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-17,2026,1,January,3,Saturday
MT000161,ST04,2026-01-17 02:03:20.939618332,Corrective,Fixture Fault,13.5,Fixture Fault,"Inspect, reset or replace affected component",True,2026-01-17,2026,1,January,3,Saturday
MT000162,ST04,2026-01-17 04:46:41.832661721,Corrective,Fixture Fault,13.5,Fixture Fault,"Inspect, reset or replace affected component",True,2026-01-17,2026,1,January,3,Saturday
MT000163,ST05,2026-01-17 05:00:51.826618197,Corrective,Label Sensor Fault,13.5,Label Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-17,2026,1,January,3,Saturday
MT000164,ST01,2026-01-19 08:18:08.760047234,Corrective,Tool Wear,13.5,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-19,2026,1,January,4,Monday
MT000165,ST02,2026-01-19 11:18:58.811146459,Corrective,Part Presence Sensor,13.2,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-19,2026,1,January,4,Monday
MT000166,ST01,2026-01-19 16:00:00.000000000,Preventive,,10.47,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-19,2026,1,January,4,Monday
MT000167,ST02,2026-01-19 17:32:55.790753609,Corrective,Gripper Fault,13.5,Gripper Fault,"Inspect, reset or replace affected component",True,2026-01-19,2026,1,January,4,Monday
MT000168,ST04,2026-01-19 21:15:53.487978490,Corrective,Fixture Fault,13.5,Fixture Fault,"Inspect, reset or replace affected component",True,2026-01-19,2026,1,January,4,Monday
MT000169,ST05,2026-01-19 14:18:26.906604198,Corrective,Label Sensor Fault,9.62,Label Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-19,2026,1,January,4,Monday
MT000170,ST01,2026-01-20 02:47:32.485931917,Corrective,Tool Wear,9.05,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000171,ST02,2026-01-20 00:48:30.532731146,Corrective,Gripper Fault,13.5,Gripper Fault,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000172,ST02,2026-01-20 03:01:32.162516046,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000173,ST03,2026-01-19 23:46:14.268620066,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-19,2026,1,January,4,Monday
MT000174,ST01,2026-01-20 09:31:10.107010691,Corrective,Spindle Fault,13.5,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000175,ST02,2026-01-20 09:15:09.470248922,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000176,ST03,2026-01-20 08:30:00.000000000,Preventive,,9.81,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-20,2026,1,January,4,Tuesday
MT000177,ST01,2026-01-20 18:01:24.600770827,Corrective,Spindle Fault,13.5,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000178,ST02,2026-01-20 15:02:29.900187534,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000179,ST04,2026-01-20 18:00:00.000000000,Preventive,,11.08,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-20,2026,1,January,4,Tuesday
MT000180,ST04,2026-01-20 19:32:10.581671659,Corrective,Component Shortage,13.5,Component Shortage,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000181,ST01,2026-01-21 01:30:00.000000000,Preventive,,5.77,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-21,2026,1,January,4,Wednesday
MT000182,ST02,2026-01-20 22:30:18.544708153,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-20,2026,1,January,4,Tuesday
MT000183,ST03,2026-01-20 23:45:00.000000000,Preventive,,9.55,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-20,2026,1,January,4,Tuesday
MT000184,ST04,2026-01-21 01:03:38.130848314,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000185,ST05,2026-01-21 03:18:21.682096207,Corrective,Packaging Material Shortage,13.5,Packaging Material Shortage,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000186,ST01,2026-01-21 10:03:21.032038716,Corrective,Tool Wear,13.5,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000187,ST04,2026-01-21 06:49:56.874657695,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000188,ST04,2026-01-21 09:31:05.264829004,Corrective,Functional Test Failure,13.5,Functional Test Failure,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000189,ST02,2026-01-21 16:18:35.151417617,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000190,ST03,2026-01-21 17:32:18.629047257,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000191,ST03,2026-01-21 17:48:09.189314146,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000192,ST03,2026-01-21 18:33:13.917915452,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000193,ST05,2026-01-21 21:00:00.000000000,Preventive,,7.47,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-21,2026,1,January,4,Wednesday
MT000194,ST01,2026-01-21 23:00:38.875361137,Corrective,Tool Change,9.15,Tool Change,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000195,ST02,2026-01-21 22:32:30.816392686,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000196,ST02,2026-01-21 23:04:26.188803151,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000197,ST02,2026-01-21 23:17:13.050414765,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000198,ST02,2026-01-22 00:30:16.427979356,Corrective,Robot Position Fault,11.14,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000199,ST02,2026-01-22 01:16:20.809433264,Corrective,Gripper Fault,13.5,Gripper Fault,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000200,ST03,2026-01-21 22:19:44.989826427,Corrective,Vision System Fault,13.33,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000201,ST03,2026-01-21 22:34:13.214089610,Corrective,Measurement Sensor Fault,13.5,Measurement Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000202,ST03,2026-01-22 02:00:21.712002905,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000203,ST04,2026-01-21 23:18:01.795881079,Corrective,Component Shortage,13.5,Component Shortage,"Inspect, reset or replace affected component",True,2026-01-21,2026,1,January,4,Wednesday
MT000204,ST02,2026-01-22 07:18:57.289619660,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000205,ST03,2026-01-22 10:30:00.000000000,Preventive,,11.31,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-22,2026,1,January,4,Thursday
MT000206,ST03,2026-01-22 12:46:43.638531918,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000207,ST03,2026-01-22 13:04:06.964695213,Corrective,Inspection Calibration,8.94,Inspection Calibration,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000208,ST04,2026-01-22 11:15:18.917557672,Corrective,Product Changeover,10.0,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000209,ST05,2026-01-22 09:48:33.504230898,Corrective,Label Sensor Fault,13.5,Label Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000210,ST04,2026-01-22 17:45:23.648399133,Corrective,Functional Test Failure,13.5,Functional Test Failure,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000211,ST04,2026-01-22 18:48:09.091343268,Corrective,Fixture Fault,9.76,Fixture Fault,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000212,ST05,2026-01-22 15:01:35.581329403,Corrective,Label Sensor Fault,13.5,Label Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000213,ST01,2026-01-22 22:01:15.367655793,Corrective,Coolant Sensor Alarm,8.47,Coolant Sensor Alarm,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000214,ST01,2026-01-23 04:03:40.682431950,Corrective,Spindle Fault,13.5,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000215,ST02,2026-01-23 04:45:36.994203682,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000216,ST03,2026-01-23 05:00:48.215823029,Corrective,Measurement Sensor Fault,13.5,Measurement Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000217,ST04,2026-01-22 22:46:10.956042681,Corrective,Product Changeover,13.35,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-22,2026,1,January,4,Thursday
MT000218,ST04,2026-01-23 05:01:55.111169869,Corrective,Component Shortage,13.5,Component Shortage,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000219,ST05,2026-01-23 02:46:35.698132251,Corrective,Packaging Jam,9.53,Packaging Jam,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000220,ST02,2026-01-23 07:30:58.489189237,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000221,ST02,2026-01-23 10:04:51.767388914,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000222,ST03,2026-01-23 06:15:00.000000000,Preventive,,5.44,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-23,2026,1,January,4,Friday
MT000223,ST01,2026-01-23 14:30:55.663620023,Corrective,Tool Wear,11.97,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000224,ST01,2026-01-23 18:04:04.966507212,Corrective,Tool Change,9.34,Tool Change,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000225,ST03,2026-01-23 14:49:10.187437399,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000226,ST04,2026-01-23 16:03:15.659538657,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000227,ST05,2026-01-23 18:16:45.480140627,Corrective,Packaging Jam,11.96,Packaging Jam,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000228,ST01,2026-01-24 04:16:30.931132140,Corrective,Tool Wear,12.67,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000229,ST02,2026-01-23 22:33:04.187295770,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-23,2026,1,January,4,Friday
MT000230,ST02,2026-01-24 00:47:57.887836649,Corrective,Robot Position Fault,8.15,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000231,ST03,2026-01-23 22:45:00.000000000,Preventive,,9.29,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-23,2026,1,January,4,Friday
MT000232,ST03,2026-01-24 01:15:37.271518990,Corrective,Inspection Calibration,13.5,Inspection Calibration,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000233,ST04,2026-01-24 00:34:47.099601941,Corrective,Fixture Fault,13.5,Fixture Fault,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000234,ST04,2026-01-24 01:34:32.285431463,Corrective,Functional Test Failure,13.5,Functional Test Failure,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000235,ST04,2026-01-24 02:01:29.487803529,Corrective,Component Shortage,13.5,Component Shortage,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000236,ST04,2026-01-24 03:46:53.570055056,Corrective,Functional Test Failure,9.97,Functional Test Failure,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000237,ST04,2026-01-24 04:45:06.183947650,Corrective,Fixture Fault,13.5,Fixture Fault,"Inspect, reset or replace affected component",True,2026-01-24,2026,1,January,4,Saturday
MT000238,ST01,2026-01-26 09:02:52.550802527,Corrective,Tool Change,13.5,Tool Change,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000239,ST03,2026-01-26 07:04:58.327706668,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000240,ST03,2026-01-26 11:19:15.610985184,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000241,ST05,2026-01-26 07:33:11.443370511,Corrective,Label Sensor Fault,12.72,Label Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000242,ST01,2026-01-26 14:30:50.769069270,Corrective,Tool Wear,12.85,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000243,ST01,2026-01-26 17:30:46.412064558,Corrective,Tool Wear,13.5,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000244,ST02,2026-01-26 19:18:13.033656290,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000245,ST03,2026-01-26 18:34:59.634121724,Corrective,Measurement Sensor Fault,12.0,Measurement Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000246,ST05,2026-01-26 15:18:13.973484137,Corrective,Packaging Material Shortage,13.5,Packaging Material Shortage,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000247,ST02,2026-01-27 04:34:04.462788702,Corrective,Communication Fault,13.5,Communication Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000248,ST04,2026-01-26 22:31:09.947399560,Corrective,Functional Test Failure,13.5,Functional Test Failure,"Inspect, reset or replace affected component",True,2026-01-26,2026,1,January,5,Monday
MT000249,ST04,2026-01-27 00:33:08.982023676,Corrective,Functional Test Failure,13.5,Functional Test Failure,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000250,ST01,2026-01-27 08:01:58.286610438,Corrective,Tool Wear,12.16,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000251,ST01,2026-01-27 11:17:25.107586544,Corrective,Spindle Fault,13.5,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000252,ST02,2026-01-27 08:48:15.933761203,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000253,ST02,2026-01-27 11:15:00.000000000,Preventive,,10.97,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-27,2026,1,January,5,Tuesday
MT000254,ST02,2026-01-27 12:46:42.968325850,Corrective,Robot Position Fault,8.57,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000255,ST03,2026-01-27 08:16:41.881924273,Corrective,Measurement Sensor Fault,13.5,Measurement Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000256,ST05,2026-01-27 11:30:07.652279386,Corrective,Packaging Jam,13.5,Packaging Jam,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000257,ST01,2026-01-27 16:45:46.093741496,Corrective,Spindle Fault,8.82,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000258,ST01,2026-01-27 19:15:58.239307516,Corrective,Spindle Fault,13.5,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000259,ST02,2026-01-27 14:49:36.159044583,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000260,ST04,2026-01-27 16:02:31.717854181,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000261,ST04,2026-01-27 18:30:26.924351306,Corrective,Fixture Fault,13.5,Fixture Fault,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000262,ST02,2026-01-27 22:15:19.430325898,Corrective,Part Presence Sensor,9.3,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000263,ST02,2026-01-28 04:18:30.128831837,Corrective,Communication Fault,13.5,Communication Fault,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000264,ST02,2026-01-28 04:34:40.202142388,Corrective,Gripper Fault,13.5,Gripper Fault,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000265,ST04,2026-01-27 22:49:31.869682231,Corrective,Product Changeover,12.53,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-27,2026,1,January,5,Tuesday
MT000266,ST04,2026-01-28 00:45:00.000000000,Preventive,,6.81,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-28,2026,1,January,5,Wednesday
MT000267,ST04,2026-01-28 02:18:38.394363958,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000268,ST04,2026-01-28 04:04:28.172131973,Corrective,Component Shortage,13.5,Component Shortage,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000269,ST05,2026-01-28 01:33:20.439881610,Corrective,Label Sensor Fault,13.5,Label Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000270,ST01,2026-01-28 06:02:46.635225680,Corrective,Tool Wear,13.5,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000271,ST02,2026-01-28 06:33:29.909599112,Corrective,Communication Fault,13.5,Communication Fault,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000272,ST02,2026-01-28 11:45:42.540780354,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000273,ST03,2026-01-28 10:30:25.948582206,Corrective,Measurement Sensor Fault,13.5,Measurement Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000274,ST03,2026-01-28 12:30:30.771731615,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000275,ST04,2026-01-28 12:15:57.671120097,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000276,ST01,2026-01-28 15:34:41.263243645,Corrective,Tool Change,13.5,Tool Change,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000277,ST03,2026-01-28 18:18:43.653041156,Corrective,Inspection Calibration,13.5,Inspection Calibration,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000278,ST04,2026-01-28 16:33:00.197413498,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000279,ST04,2026-01-28 19:48:39.608575694,Corrective,Component Shortage,13.5,Component Shortage,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000280,ST01,2026-01-28 22:31:33.144142142,Corrective,Spindle Fault,13.5,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-28,2026,1,January,5,Wednesday
MT000281,ST01,2026-01-28 23:00:00.000000000,Preventive,,7.9,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-28,2026,1,January,5,Wednesday
MT000282,ST01,2026-01-29 04:49:33.384401227,Corrective,Tool Wear,13.5,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000283,ST05,2026-01-29 01:45:09.011343926,Corrective,Packaging Jam,11.32,Packaging Jam,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000284,ST05,2026-01-29 03:19:14.542716541,Corrective,Packaging Jam,13.5,Packaging Jam,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000285,ST01,2026-01-29 07:15:58.307540834,Corrective,Spindle Fault,13.5,Spindle Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000286,ST01,2026-01-29 09:30:00.000000000,Preventive,,8.49,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-29,2026,1,January,5,Thursday
MT000287,ST02,2026-01-29 12:15:22.969084399,Corrective,Communication Fault,13.5,Communication Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000288,ST02,2026-01-29 12:45:38.885705953,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000289,ST03,2026-01-29 08:15:05.106727253,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000290,ST03,2026-01-29 10:15:00.000000000,Preventive,,7.17,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-29,2026,1,January,5,Thursday
MT000291,ST04,2026-01-29 08:00:00.000000000,Preventive,,11.09,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-29,2026,1,January,5,Thursday
MT000292,ST04,2026-01-29 09:34:49.086783158,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000293,ST04,2026-01-29 13:00:00.000000000,Preventive,,9.85,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-29,2026,1,January,5,Thursday
MT000294,ST05,2026-01-29 11:16:33.738252764,Corrective,Packaging Material Shortage,13.5,Packaging Material Shortage,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000295,ST01,2026-01-29 15:45:00.000000000,Preventive,,7.22,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-29,2026,1,January,5,Thursday
MT000296,ST01,2026-01-29 17:30:00.000000000,Preventive,,11.53,Scheduled Inspection,Preventive inspection and servicing,True,2026-01-29,2026,1,January,5,Thursday
MT000297,ST02,2026-01-29 16:47:13.298685070,Corrective,Gripper Fault,13.5,Gripper Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000298,ST02,2026-01-29 19:45:17.730041303,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000299,ST03,2026-01-29 17:32:56.948120617,Corrective,Vision System Fault,13.5,Vision System Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000300,ST04,2026-01-29 18:15:07.548146965,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000301,ST02,2026-01-29 22:19:29.832359347,Corrective,Gripper Fault,13.5,Gripper Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000302,ST02,2026-01-30 00:04:45.851756896,Corrective,Robot Position Fault,13.5,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-30,2026,1,January,5,Friday
MT000303,ST02,2026-01-30 01:48:29.698225643,Corrective,Robot Position Fault,8.64,Robot Position Fault,"Inspect, reset or replace affected component",True,2026-01-30,2026,1,January,5,Friday
MT000304,ST02,2026-01-30 03:15:22.350740705,Corrective,Part Presence Sensor,13.5,Part Presence Sensor,"Inspect, reset or replace affected component",True,2026-01-30,2026,1,January,5,Friday
MT000305,ST03,2026-01-30 04:31:26.491977712,Corrective,Measurement Sensor Fault,13.5,Measurement Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-30,2026,1,January,5,Friday
MT000306,ST04,2026-01-29 22:32:35.296404566,Corrective,Product Changeover,13.5,Product Changeover,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000307,ST04,2026-01-30 03:17:46.832301876,Corrective,Component Shortage,8.06,Component Shortage,"Inspect, reset or replace affected component",True,2026-01-30,2026,1,January,5,Friday
MT000308,ST05,2026-01-29 23:31:09.580141579,Corrective,Packaging Jam,9.01,Packaging Jam,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000309,ST05,2026-01-29 23:46:44.706298696,Corrective,Label Sensor Fault,13.5,Label Sensor Fault,"Inspect, reset or replace affected component",True,2026-01-29,2026,1,January,5,Thursday
MT000310,ST01,2026-01-30 12:01:38.903368615,Corrective,Tool Change,9.15,Tool Change,"Inspect, reset or replace affected component",True,2026-01-30,2026,1,January,5,Friday
MT000311,ST01,2026-01-30 13:03:09.672055111,Corrective,Tool Wear,11.68,Tool Wear,"Inspect, reset or replace affected component",True,2026-01-30,2026,1,January,5,Friday
