record_id,timestamp,date,shift,station_id,product_id,planned_minutes,downtime_minutes,runtime_minutes,ideal_cycle_sec,actual_cycle_sec,total_quantity,good_quantity,rejected_quantity,machine_status,operator_team,downtime_id,year,month,month_name,week,day_name,hour,availability_numerator_min,availability_denominator_min,performance_numerator_sec,performance_denominator_sec,quality_numerator_units,quality_denominator_units,scrap_rate,cycle_variance_pct,has_downtime,is_planned_maintenance
PR0003123,2026-01-13 22:30:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,64.63,13,13,0,Running,Team-C,,2026,1,January,3,Tuesday,22,15.0,15,832.0,900.0,13,13,0.0,0.009843749999999929,False,False
PR0003124,2026-01-13 22:45:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.57,13,13,0,Running,Team-C,,2026,1,January,3,Tuesday,22,15.0,15,832.0,900.0,13,13,0.0,0.05578124999999989,False,False
PR0003125,2026-01-13 23:00:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.59,13,13,0,Running,Team-C,,2026,1,January,3,Tuesday,23,15.0,15,832.0,900.0,13,13,0.0,0.05609375000000005,False,False
PR0003126,2026-01-13 23:15:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.63,13,13,0,Running,Team-C,,2026,1,January,3,Tuesday,23,15.0,15,832.0,900.0,13,13,0.0,0.05671874999999993,False,False
PR0003127,2026-01-13 23:30:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,70.48,12,12,0,Running,Team-C,,2026,1,January,3,Tuesday,23,15.0,15,768.0,900.0,12,12,0.0,0.10125000000000006,False,False
PR0003128,2026-01-13 23:45:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,69.42,12,12,0,Running,Team-C,,2026,1,January,3,Tuesday,23,15.0,15,768.0,900.0,12,12,0.0,0.08468750000000003,False,False
PR0003129,2026-01-14 00:00:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,69.33,12,12,0,Running,Team-C,,2026,1,January,3,Wednesday,0,15.0,15,768.0,900.0,12,12,0.0,0.08328124999999997,False,False
PR0003130,2026-01-14 00:15:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,70.13,12,12,0,Running,Team-C,,2026,1,January,3,Wednesday,0,15.0,15,768.0,900.0,12,12,0.0,0.09578124999999993,False,False
PR0003131,2026-01-14 00:30:00,2026-01-13,C,ST05,ACT-200,15,13.5,1.5,64.0,65.73,1,1,0,Downtime,Team-C,DT000153,2026,1,January,3,Wednesday,0,1.5,15,64.0,90.0,1,1,0.0,0.027031250000000062,True,False
PR0003132,2026-01-14 00:45:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,65.07,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,0,15.0,15,832.0,900.0,13,13,0.0,0.016718749999999893,False,False
PR0003133,2026-01-14 01:00:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,69.63,12,12,0,Running,Team-C,,2026,1,January,3,Wednesday,1,15.0,15,768.0,900.0,12,12,0.0,0.08796874999999993,False,False
PR0003134,2026-01-14 01:15:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.7,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,1,15.0,15,832.0,900.0,13,13,0.0,0.057812500000000044,False,False
PR0003135,2026-01-14 01:30:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.4,13,12,1,Running,Team-C,,2026,1,January,3,Wednesday,1,15.0,15,832.0,900.0,12,13,0.07692307692307693,0.05312500000000009,False,False
PR0003136,2026-01-14 01:45:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.0,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,1,15.0,15,832.0,900.0,13,13,0.0,0.046875,False,False
PR0003137,2026-01-14 02:00:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.91,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,2,15.0,15,832.0,900.0,13,13,0.0,0.06109374999999995,False,False
PR0003138,2026-01-14 02:15:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,69.91,12,11,1,Running,Team-C,,2026,1,January,3,Wednesday,2,15.0,15,768.0,900.0,11,12,0.08333333333333333,0.09234374999999995,False,False
PR0003139,2026-01-14 02:30:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,66.86,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,2,15.0,15,832.0,900.0,13,13,0.0,0.04468749999999999,False,False
PR0003140,2026-01-14 02:45:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.82,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,2,15.0,15,832.0,900.0,13,13,0.0,0.05968749999999989,False,False
PR0003141,2026-01-14 03:00:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.06,13,12,1,Running,Team-C,,2026,1,January,3,Wednesday,3,15.0,15,832.0,900.0,12,13,0.07692307692307693,0.047812500000000036,False,False
PR0003142,2026-01-14 03:15:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,67.26,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,3,15.0,15,832.0,900.0,13,13,0.0,0.05093750000000008,False,False
PR0003143,2026-01-14 03:30:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,65.17,13,12,1,Running,Team-C,,2026,1,January,3,Wednesday,3,15.0,15,832.0,900.0,12,13,0.07692307692307693,0.018281250000000027,False,False
PR0003144,2026-01-14 03:45:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,68.47,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,3,15.0,15,832.0,900.0,13,13,0.0,0.06984374999999998,False,False
PR0003145,2026-01-14 04:00:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,66.9,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,4,15.0,15,832.0,900.0,13,13,0.0,0.04531250000000009,False,False
PR0003146,2026-01-14 04:15:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,66.83,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,4,15.0,15,832.0,900.0,13,13,0.0,0.04421874999999997,False,False
PR0003147,2026-01-14 04:30:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,66.67,13,12,1,Running,Team-C,,2026,1,January,3,Wednesday,4,15.0,15,832.0,900.0,12,13,0.07692307692307693,0.04171875000000003,False,False
PR0003148,2026-01-14 04:45:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,66.68,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,4,15.0,15,832.0,900.0,13,13,0.0,0.04187500000000011,False,False
PR0003149,2026-01-14 05:00:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,65.67,13,12,1,Running,Team-C,,2026,1,January,3,Wednesday,5,15.0,15,832.0,900.0,12,13,0.07692307692307693,0.026093750000000027,False,False
PR0003150,2026-01-14 05:15:00,2026-01-13,C,ST05,ACT-200,15,0.0,15.0,64.0,65.93,13,13,0,Running,Team-C,,2026,1,January,3,Wednesday,5,15.0,15,832.0,900.0,13,13,0.0,0.030156250000000107,False,False
PR0003151,2026-01-14 06:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,71.89,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.009779614325068785,False,False
PR0003152,2026-01-14 06:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,73.75,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,871.1999999999999,900.0,12,12,0.0,0.01584022038567501,False,False
PR0003153,2026-01-14 06:30:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,74.71,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,871.1999999999999,900.0,12,12,0.0,0.029063360881542693,False,False
PR0003154,2026-01-14 06:45:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,74.24,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,871.1999999999999,900.0,12,12,0.0,0.02258953168044078,False,False
PR0003155,2026-01-14 07:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,69.3,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,871.1999999999999,900.0,11,12,0.08333333333333333,-0.04545454545454542,False,False
PR0003156,2026-01-14 07:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,74.03,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,871.1999999999999,900.0,12,12,0.0,0.019696969696969793,False,False
PR0003157,2026-01-14 07:30:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,71.02,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.021763085399449014,False,False
PR0003158,2026-01-14 07:45:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,72.56,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.0005509641873277141,False,False
PR0003159,2026-01-14 08:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,73.09,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,871.1999999999999,900.0,11,12,0.08333333333333333,0.006749311294765966,False,False
PR0003160,2026-01-14 08:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,72.99,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,871.1999999999999,900.0,11,12,0.08333333333333333,0.00537190082644629,False,False
PR0003161,2026-01-14 08:30:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,70.84,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.024242424242424118,False,False
PR0003162,2026-01-14 08:45:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,70.98,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.022314049586776727,False,False
PR0003163,2026-01-14 09:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,73.88,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,871.1999999999999,900.0,11,12,0.08333333333333333,0.017630853994490374,False,False
PR0003164,2026-01-14 09:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,70.14,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,871.1999999999999,900.0,11,12,0.08333333333333333,-0.03388429752066107,False,False
PR0003165,2026-01-14 09:30:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,75.19,11,11,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,798.5999999999999,900.0,11,11,0.0,0.03567493112947663,False,False
PR0003166,2026-01-14 09:45:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,72.37,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.0031680440771348455,False,False
PR0003167,2026-01-14 10:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,73.2,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,871.1999999999999,900.0,12,12,0.0,0.008264462809917474,False,False
PR0003168,2026-01-14 10:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,70.41,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.030165289256198317,False,False
PR0003169,2026-01-14 10:30:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,75.42,11,11,0,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,798.5999999999999,900.0,11,11,0.0,0.038842975206611674,False,False
PR0003170,2026-01-14 10:45:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,69.67,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.040358126721762984,False,False
PR0003171,2026-01-14 11:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,73.35,12,10,2,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,871.1999999999999,900.0,10,12,0.16666666666666666,0.010330578512396695,False,False
PR0003172,2026-01-14 11:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,71.15,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,871.1999999999999,900.0,11,12,0.08333333333333333,-0.019972451790633453,False,False
PR0003173,2026-01-14 11:30:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,71.52,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,871.1999999999999,900.0,12,12,0.0,-0.014876033057851217,False,False
PR0003174,2026-01-14 11:45:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,73.29,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,871.1999999999999,900.0,12,12,0.0,0.009504132231405124,False,False
PR0003175,2026-01-14 12:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,75.74,11,11,0,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,798.5999999999999,900.0,11,11,0.0,0.04325068870523417,False,False
PR0003176,2026-01-14 12:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,68.18,13,11,2,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,943.8,900.0,11,13,0.15384615384615385,-0.06088154269972435,False,False
PR0003177,2026-01-14 12:30:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,72.72,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,871.1999999999999,900.0,12,12,0.0,0.001652892561983534,False,False
PR0003178,2026-01-14 12:45:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,74.53,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,871.1999999999999,900.0,12,12,0.0,0.02658402203856759,False,False
PR0003179,2026-01-14 13:00:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,74.53,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,13,15.0,15,871.1999999999999,900.0,12,12,0.0,0.02658402203856759,False,False
PR0003180,2026-01-14 13:15:00,2026-01-14,A,ST01,ACT-300,15,0.0,15.0,72.6,73.7,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,13,15.0,15,871.1999999999999,900.0,11,12,0.08333333333333333,0.01515151515151527,False,False
PR0003181,2026-01-14 06:00:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.6,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,858.0,900.0,13,13,0.0,-0.0060606060606061465,False,False
PR0003182,2026-01-14 06:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,67.56,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,858.0,900.0,13,13,0.0,0.02363636363636367,False,False
PR0003183,2026-01-14 06:30:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,69.46,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,792.0,900.0,12,12,0.0,0.05242424242424233,False,False
PR0003184,2026-01-14 06:45:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.24,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,858.0,900.0,13,13,0.0,-0.011515151515151593,False,False
PR0003185,2026-01-14 07:00:00,2026-01-14,A,ST02,ACT-300,15,13.5,1.5,66.0,65.18,1,1,0,Downtime,Team-A,DT000154,2026,1,January,3,Wednesday,7,1.5,15,66.0,90.0,1,1,0.0,-0.01242424242424232,True,False
PR0003186,2026-01-14 07:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,67.34,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,858.0,900.0,13,13,0.0,0.020303030303030354,False,False
PR0003187,2026-01-14 07:30:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.41,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,858.0,900.0,13,13,0.0,-0.008939393939393992,False,False
PR0003188,2026-01-14 07:45:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.1,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,858.0,900.0,13,13,0.0,-0.013636363636363722,False,False
PR0003189,2026-01-14 08:00:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,66.93,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,858.0,900.0,13,13,0.0,0.014090909090909194,False,False
PR0003190,2026-01-14 08:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.28,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,858.0,900.0,13,13,0.0,-0.010909090909090893,False,False
PR0003191,2026-01-14 08:30:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,66.47,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,858.0,900.0,13,13,0.0,0.007121212121212104,False,False
PR0003192,2026-01-14 08:45:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,66.26,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,858.0,900.0,13,13,0.0,0.003939393939394017,False,False
PR0003193,2026-01-14 09:00:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,63.11,14,13,1,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,924.0,900.0,13,14,0.07142857142857142,-0.0437878787878788,False,False
PR0003194,2026-01-14 09:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,67.86,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,858.0,900.0,13,13,0.0,0.028181818181818172,False,False
PR0003195,2026-01-14 09:30:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.33,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,858.0,900.0,13,13,0.0,-0.010151515151515177,False,False
PR0003196,2026-01-14 09:45:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,68.48,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,858.0,900.0,13,13,0.0,0.03757575757575764,False,False
PR0003197,2026-01-14 10:00:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,67.82,13,12,1,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,858.0,900.0,12,13,0.07692307692307693,0.027575757575757472,False,False
PR0003198,2026-01-14 10:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,61.91,14,13,1,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,924.0,900.0,13,14,0.07142857142857142,-0.06196969696969702,False,False
PR0003199,2026-01-14 10:30:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.25,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,858.0,900.0,13,13,0.0,-0.011363636363636364,False,False
PR0003200,2026-01-14 10:45:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,66.37,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,858.0,900.0,13,13,0.0,0.005606060606060675,False,False
PR0003201,2026-01-14 11:00:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,63.62,14,14,0,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,924.0,900.0,14,14,0.0,-0.0360606060606061,False,False
PR0003202,2026-01-14 11:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,66.16,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,858.0,900.0,13,13,0.0,0.0024242424242423726,False,False
PR0003203,2026-01-14 11:30:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.62,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,858.0,900.0,13,13,0.0,-0.005757575757575689,False,False
PR0003204,2026-01-14 11:45:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.7,13,12,1,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,858.0,900.0,12,13,0.07692307692307693,-0.004545454545454503,False,False
PR0003205,2026-01-14 12:00:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,64.95,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,858.0,900.0,13,13,0.0,-0.015909090909090866,False,False
PR0003206,2026-01-14 12:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.41,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,858.0,900.0,13,13,0.0,-0.008939393939393992,False,False
PR0003207,2026-01-14 12:30:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,67.33,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,858.0,900.0,13,13,0.0,0.020151515151515125,False,False
PR0003208,2026-01-14 12:45:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.76,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,12,15.0,15,858.0,900.0,13,13,0.0,-0.0036363636363635587,False,False
PR0003209,2026-01-14 13:00:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,68.43,13,12,1,Running,Team-A,,2026,1,January,3,Wednesday,13,15.0,15,858.0,900.0,12,13,0.07692307692307693,0.03681818181818192,False,False
PR0003210,2026-01-14 13:15:00,2026-01-14,A,ST02,ACT-300,15,0.0,15.0,66.0,65.89,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,13,15.0,15,858.0,900.0,13,13,0.0,-0.001666666666666658,False,False
PR0003211,2026-01-14 06:00:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,68.94,13,12,1,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,900.9,900.0,12,13,0.07692307692307693,-0.005194805194805187,False,False
PR0003212,2026-01-14 06:15:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,69.91,12,10,2,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,831.5999999999999,900.0,10,12,0.16666666666666666,0.008802308802308794,False,False
PR0003213,2026-01-14 06:30:00,2026-01-14,A,ST03,ACT-300,15,1.45,13.55,69.3,67.79,11,11,0,Downtime,Team-A,DT000155,2026,1,January,3,Wednesday,6,13.55,15,762.3,813.0,11,11,0.0,-0.02178932178932166,True,False
PR0003214,2026-01-14 06:45:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,67.03,13,12,1,Running,Team-A,,2026,1,January,3,Wednesday,6,15.0,15,900.9,900.0,12,13,0.07692307692307693,-0.0327561327561327,False,False
PR0003215,2026-01-14 07:00:00,2026-01-14,A,ST03,ACT-300,15,7.99,7.01,69.3,69.36,6,6,0,Downtime,Team-A,DT000156,2026,1,January,3,Wednesday,7,7.01,15,415.79999999999995,420.59999999999997,6,6,0.0,0.0008658008658008987,True,False
PR0003216,2026-01-14 07:15:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,69.35,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,831.5999999999999,900.0,12,12,0.0,0.0007215007215006805,False,False
PR0003217,2026-01-14 07:30:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,69.95,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,831.5999999999999,900.0,12,12,0.0,0.009379509379509461,False,False
PR0003218,2026-01-14 07:45:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,67.51,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,7,15.0,15,900.9,900.0,13,13,0.0,-0.025829725829725717,False,False
PR0003219,2026-01-14 08:00:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,72.0,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,831.5999999999999,900.0,12,12,0.0,0.038961038961039,False,False
PR0003220,2026-01-14 08:15:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,67.49,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,900.9,900.0,13,13,0.0,-0.02611832611832615,False,False
PR0003221,2026-01-14 08:30:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,69.33,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,831.5999999999999,900.0,12,12,0.0,0.0004329004329004493,False,False
PR0003222,2026-01-14 08:45:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,70.22,12,10,2,Running,Team-A,,2026,1,January,3,Wednesday,8,15.0,15,831.5999999999999,900.0,10,12,0.16666666666666666,0.013275613275613302,False,False
PR0003223,2026-01-14 09:00:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,69.69,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,831.5999999999999,900.0,12,12,0.0,0.005627705627705636,False,False
PR0003224,2026-01-14 09:15:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,66.8,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,900.9,900.0,13,13,0.0,-0.03607503607503608,False,False
PR0003225,2026-01-14 09:30:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,68.69,13,13,0,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,900.9,900.0,13,13,0.0,-0.008802308802308794,False,False
PR0003226,2026-01-14 09:45:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,67.96,13,11,2,Running,Team-A,,2026,1,January,3,Wednesday,9,15.0,15,900.9,900.0,11,13,0.15384615384615385,-0.019336219336219387,False,False
PR0003227,2026-01-14 10:00:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,72.12,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,831.5999999999999,900.0,12,12,0.0,0.0406926406926408,False,False
PR0003228,2026-01-14 10:15:00,2026-01-14,A,ST03,ACT-300,15,13.5,1.5,69.3,68.79,1,1,0,Downtime,Team-A,DT000157,2026,1,January,3,Wednesday,10,1.5,15,69.3,90.0,1,1,0.0,-0.007359307359307229,True,False
PR0003229,2026-01-14 10:30:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,70.14,12,10,2,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,831.5999999999999,900.0,10,12,0.16666666666666666,0.012121212121212172,False,False
PR0003230,2026-01-14 10:45:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,72.25,12,11,1,Running,Team-A,,2026,1,January,3,Wednesday,10,15.0,15,831.5999999999999,900.0,11,12,0.08333333333333333,0.04256854256854261,False,False
PR0003231,2026-01-14 11:00:00,2026-01-14,A,ST03,ACT-300,15,0.0,15.0,69.3,71.04,12,12,0,Running,Team-A,,2026,1,January,3,Wednesday,11,15.0,15,831.5999999999999,900.0,12,12,0.0,0.02510822510822524,False,False
