record_id,timestamp,date,shift,station_id,product_id,planned_minutes,downtime_minutes,runtime_minutes,ideal_cycle_sec,actual_cycle_sec,total_quantity,good_quantity,rejected_quantity,machine_status,operator_team,downtime_id
PR0002230,2026-01-10 00:15:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,64.83,13,13,0,Running,Team-C,
PR0002231,2026-01-10 00:30:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,63.21,14,14,0,Running,Team-C,
PR0002232,2026-01-10 00:45:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,63.59,14,14,0,Running,Team-C,
PR0002233,2026-01-10 01:00:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,63.54,14,14,0,Running,Team-C,
PR0002234,2026-01-10 01:15:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,63.6,14,14,0,Running,Team-C,
PR0002235,2026-01-10 01:30:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,67.04,13,13,0,Running,Team-C,
PR0002236,2026-01-10 01:45:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,65.9,13,13,0,Running,Team-C,
PR0002237,2026-01-10 02:00:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,62.63,14,14,0,Running,Team-C,
PR0002238,2026-01-10 02:15:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,65.88,13,13,0,Running,Team-C,
PR0002239,2026-01-10 02:30:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,64.42,13,13,0,Running,Team-C,
PR0002240,2026-01-10 02:45:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,62.87,14,14,0,Running,Team-C,
PR0002241,2026-01-10 03:00:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,65.66,13,13,0,Running,Team-C,
PR0002242,2026-01-10 03:15:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,64.66,13,13,0,Running,Team-C,
PR0002243,2026-01-10 03:30:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,65.33,13,13,0,Running,Team-C,
PR0002244,2026-01-10 03:45:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,63.38,14,14,0,Running,Team-C,
PR0002245,2026-01-10 04:00:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,61.96,14,14,0,Running,Team-C,
PR0002246,2026-01-10 04:15:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,66.58,13,13,0,Running,Team-C,
PR0002247,2026-01-10 04:30:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,64.47,13,13,0,Running,Team-C,
PR0002248,2026-01-10 04:45:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,62.06,14,14,0,Running,Team-C,
PR0002249,2026-01-10 05:00:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,65.66,13,13,0,Running,Team-C,
PR0002250,2026-01-10 05:15:00,2026-01-09,C,ST05,ACT-100,15,0.0,15.0,60.8,64.66,13,13,0,Running,Team-C,
PR0002251,2026-01-12 06:00:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,64.92,13,13,0,Running,Team-A,
PR0002252,2026-01-12 06:15:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.16,14,14,0,Running,Team-A,
PR0002253,2026-01-12 06:30:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.97,14,13,1,Running,Team-A,
PR0002254,2026-01-12 06:45:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0002255,2026-01-12 07:00:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,64.76,13,13,0,Running,Team-A,
PR0002256,2026-01-12 07:15:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.82,14,14,0,Running,Team-A,
PR0002257,2026-01-12 07:30:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.79,14,14,0,Running,Team-A,
PR0002258,2026-01-12 07:45:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,64.53,13,11,2,Running,Team-A,
PR0002259,2026-01-12 08:00:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0002260,2026-01-12 08:15:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.4,14,12,2,Running,Team-A,
PR0002261,2026-01-12 08:30:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,13,1,Running,Team-A,
PR0002262,2026-01-12 08:45:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0002263,2026-01-12 09:00:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.87,14,13,1,Running,Team-A,
PR0002264,2026-01-12 09:15:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0002265,2026-01-12 09:30:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.82,14,13,1,Running,Team-A,
PR0002266,2026-01-12 09:45:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,64.57,13,13,0,Running,Team-A,
PR0002267,2026-01-12 10:00:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.93,14,14,0,Running,Team-A,
PR0002268,2026-01-12 10:15:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0002269,2026-01-12 10:30:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.37,14,14,0,Running,Team-A,
PR0002270,2026-01-12 10:45:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,65.4,13,12,1,Running,Team-A,
PR0002271,2026-01-12 11:00:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.88,14,14,0,Running,Team-A,
PR0002272,2026-01-12 11:15:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.94,14,14,0,Running,Team-A,
PR0002273,2026-01-12 11:30:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0002274,2026-01-12 11:45:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.14,14,14,0,Running,Team-A,
PR0002275,2026-01-12 12:00:00,2026-01-12,A,ST01,ACT-100,15,7.23,7.77,62.7,62.7,7,7,0,Downtime,Team-A,DT000108
PR0002276,2026-01-12 12:15:00,2026-01-12,A,ST01,ACT-100,15,5.91,9.09,62.7,63.87,8,7,1,Downtime,Team-A,DT000109
PR0002277,2026-01-12 12:30:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,63.8,14,14,0,Running,Team-A,
PR0002278,2026-01-12 12:45:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0002279,2026-01-12 13:00:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,65.2,13,13,0,Running,Team-A,
PR0002280,2026-01-12 13:15:00,2026-01-12,A,ST01,ACT-100,15,0.0,15.0,62.7,65.0,13,10,3,Running,Team-A,
PR0002281,2026-01-12 06:00:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002282,2026-01-12 06:15:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002283,2026-01-12 06:30:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002284,2026-01-12 06:45:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002285,2026-01-12 07:00:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002286,2026-01-12 07:15:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002287,2026-01-12 07:30:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,59.18,15,15,0,Running,Team-A,
PR0002288,2026-01-12 07:45:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,59.71,15,15,0,Running,Team-A,
PR0002289,2026-01-12 08:00:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002290,2026-01-12 08:15:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.57,15,15,0,Running,Team-A,
PR0002291,2026-01-12 08:30:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,58.83,15,14,1,Running,Team-A,
PR0002292,2026-01-12 08:45:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002293,2026-01-12 09:00:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.24,15,15,0,Running,Team-A,
PR0002294,2026-01-12 09:15:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,58.51,15,15,0,Running,Team-A,
PR0002295,2026-01-12 09:30:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,58.9,15,15,0,Running,Team-A,
PR0002296,2026-01-12 09:45:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,14,1,Running,Team-A,
PR0002297,2026-01-12 10:00:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002298,2026-01-12 10:15:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002299,2026-01-12 10:30:00,2026-01-12,A,ST02,ACT-100,15,13.5,1.5,57.0,57.48,1,1,0,Downtime,Team-A,DT000110
PR0002300,2026-01-12 10:45:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.8,15,15,0,Running,Team-A,
PR0002301,2026-01-12 11:00:00,2026-01-12,A,ST02,ACT-100,15,8.02,6.98,57.0,57.0,7,7,0,Downtime,Team-A,DT000111
PR0002302,2026-01-12 11:15:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.67,15,15,0,Running,Team-A,
PR0002303,2026-01-12 11:30:00,2026-01-12,A,ST02,ACT-100,15,3.63,11.37,57.0,57.0,11,11,0,Downtime,Team-A,DT000112
PR0002304,2026-01-12 11:45:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,58.84,15,15,0,Running,Team-A,
PR0002305,2026-01-12 12:00:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.45,15,15,0,Running,Team-A,
PR0002306,2026-01-12 12:15:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002307,2026-01-12 12:30:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,14,1,Running,Team-A,
PR0002308,2026-01-12 12:45:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,58.94,15,15,0,Running,Team-A,
PR0002309,2026-01-12 13:00:00,2026-01-12,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0002310,2026-01-12 13:15:00,2026-01-12,A,ST02,ACT-100,15,11.9,3.1,57.0,57.41,3,3,0,Downtime,Team-A,DT000113
PR0002311,2026-01-12 06:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,61.31,14,13,1,Running,Team-A,
PR0002312,2026-01-12 06:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.86,15,15,0,Running,Team-A,
PR0002313,2026-01-12 06:30:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002314,2026-01-12 06:45:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002315,2026-01-12 07:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.99,15,14,1,Running,Team-A,
PR0002316,2026-01-12 07:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002317,2026-01-12 07:30:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,61.39,14,13,1,Running,Team-A,
PR0002318,2026-01-12 07:45:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0002319,2026-01-12 08:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.97,15,13,2,Running,Team-A,
PR0002320,2026-01-12 08:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,60.33,14,14,0,Running,Team-A,
PR0002321,2026-01-12 08:30:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002322,2026-01-12 08:45:00,2026-01-12,A,ST03,ACT-100,15,13.5,1.5,59.85,59.85,1,1,0,Downtime,Team-A,DT000114
PR0002323,2026-01-12 09:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,60.18,14,14,0,Running,Team-A,
PR0002324,2026-01-12 09:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0002325,2026-01-12 09:30:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,61.66,14,14,0,Running,Team-A,
PR0002326,2026-01-12 09:45:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002327,2026-01-12 10:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,60.34,14,14,0,Running,Team-A,
PR0002328,2026-01-12 10:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002329,2026-01-12 10:30:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,61.76,14,13,1,Running,Team-A,
PR0002330,2026-01-12 10:45:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,60.7,14,14,0,Running,Team-A,
PR0002331,2026-01-12 11:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0002332,2026-01-12 11:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002333,2026-01-12 11:30:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,63.02,14,14,0,Running,Team-A,
PR0002334,2026-01-12 11:45:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,61.31,14,14,0,Running,Team-A,
PR0002335,2026-01-12 12:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002336,2026-01-12 12:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002337,2026-01-12 12:30:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0002338,2026-01-12 12:45:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,62.1,14,14,0,Running,Team-A,
PR0002339,2026-01-12 13:00:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0002340,2026-01-12 13:15:00,2026-01-12,A,ST03,ACT-100,15,0.0,15.0,59.85,63.22,14,14,0,Running,Team-A,
PR0002341,2026-01-12 06:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,70.03,12,12,0,Running,Team-A,
PR0002342,2026-01-12 06:15:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,69.75,12,12,0,Running,Team-A,
PR0002343,2026-01-12 06:30:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,12,1,Running,Team-A,
PR0002344,2026-01-12 06:45:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002345,2026-01-12 07:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.71,13,12,1,Running,Team-A,
PR0002346,2026-01-12 07:15:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002347,2026-01-12 07:30:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,70.39,12,11,1,Running,Team-A,
PR0002348,2026-01-12 07:45:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,69.98,12,12,0,Running,Team-A,
PR0002349,2026-01-12 08:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002350,2026-01-12 08:15:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002351,2026-01-12 08:30:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,12,1,Running,Team-A,
PR0002352,2026-01-12 08:45:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,70.35,12,12,0,Running,Team-A,
PR0002353,2026-01-12 09:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,69.15,13,11,2,Running,Team-A,
PR0002354,2026-01-12 09:15:00,2026-01-12,A,ST04,ACT-100,15,13.5,1.5,68.4,68.4,1,1,0,Downtime,Team-A,DT000115
PR0002355,2026-01-12 09:30:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.47,13,12,1,Running,Team-A,
PR0002356,2026-01-12 09:45:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,72.91,12,12,0,Running,Team-A,
PR0002357,2026-01-12 10:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002358,2026-01-12 10:15:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002359,2026-01-12 10:30:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002360,2026-01-12 10:45:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,69.8,12,12,0,Running,Team-A,
PR0002361,2026-01-12 11:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002362,2026-01-12 11:15:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002363,2026-01-12 11:30:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,69.12,13,12,1,Running,Team-A,
PR0002364,2026-01-12 11:45:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,12,1,Running,Team-A,
PR0002365,2026-01-12 12:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,69.9,12,11,1,Running,Team-A,
PR0002366,2026-01-12 12:15:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002367,2026-01-12 12:30:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.88,13,13,0,Running,Team-A,
PR0002368,2026-01-12 12:45:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,71.53,12,12,0,Running,Team-A,
PR0002369,2026-01-12 13:00:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0002370,2026-01-12 13:15:00,2026-01-12,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,12,1,Running,Team-A,
PR0002371,2026-01-12 06:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.2,14,14,0,Running,Team-A,
PR0002372,2026-01-12 06:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002373,2026-01-12 06:30:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.08,14,14,0,Running,Team-A,
PR0002374,2026-01-12 06:45:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002375,2026-01-12 07:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002376,2026-01-12 07:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,65.35,13,13,0,Running,Team-A,
PR0002377,2026-01-12 07:30:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002378,2026-01-12 07:45:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,62.72,14,14,0,Running,Team-A,
PR0002379,2026-01-12 08:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002380,2026-01-12 08:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,62.5,14,14,0,Running,Team-A,
PR0002381,2026-01-12 08:30:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002382,2026-01-12 08:45:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.01,14,14,0,Running,Team-A,
PR0002383,2026-01-12 09:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.72,14,14,0,Running,Team-A,
PR0002384,2026-01-12 09:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,13,1,Running,Team-A,
PR0002385,2026-01-12 09:30:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.96,14,14,0,Running,Team-A,
PR0002386,2026-01-12 09:45:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,62.32,14,14,0,Running,Team-A,
PR0002387,2026-01-12 10:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002388,2026-01-12 10:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,62.68,14,14,0,Running,Team-A,
PR0002389,2026-01-12 10:30:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.73,14,14,0,Running,Team-A,
PR0002390,2026-01-12 10:45:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002391,2026-01-12 11:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002392,2026-01-12 11:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.16,14,14,0,Running,Team-A,
PR0002393,2026-01-12 11:30:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.63,14,14,0,Running,Team-A,
PR0002394,2026-01-12 11:45:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.48,14,14,0,Running,Team-A,
PR0002395,2026-01-12 12:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002396,2026-01-12 12:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,64.12,14,14,0,Running,Team-A,
PR0002397,2026-01-12 12:30:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,62.41,14,14,0,Running,Team-A,
PR0002398,2026-01-12 12:45:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,62.0,14,14,0,Running,Team-A,
PR0002399,2026-01-12 13:00:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,61.12,14,14,0,Running,Team-A,
PR0002400,2026-01-12 13:15:00,2026-01-12,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0002401,2026-01-12 14:00:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,73.77,12,12,0,Running,Team-B,
PR0002402,2026-01-12 14:15:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,73.98,12,10,2,Running,Team-B,
PR0002403,2026-01-12 14:30:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,72.02,12,12,0,Running,Team-B,
PR0002404,2026-01-12 14:45:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,70.55,12,12,0,Running,Team-B,
PR0002405,2026-01-12 15:00:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,74.8,12,12,0,Running,Team-B,
PR0002406,2026-01-12 15:15:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,72.77,12,12,0,Running,Team-B,
PR0002407,2026-01-12 15:30:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,75.97,11,11,0,Running,Team-B,
PR0002408,2026-01-12 15:45:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,75.44,11,11,0,Running,Team-B,
PR0002409,2026-01-12 16:00:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,71.96,12,12,0,Running,Team-B,
PR0002410,2026-01-12 16:15:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,72.58,12,12,0,Running,Team-B,
PR0002411,2026-01-12 16:30:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,71.0,12,12,0,Running,Team-B,
PR0002412,2026-01-12 16:45:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,75.41,11,11,0,Running,Team-B,
PR0002413,2026-01-12 17:00:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,71.24,12,12,0,Running,Team-B,
PR0002414,2026-01-12 17:15:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,69.96,12,12,0,Running,Team-B,
PR0002415,2026-01-12 17:30:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,77.75,11,11,0,Running,Team-B,
PR0002416,2026-01-12 17:45:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,72.6,12,12,0,Running,Team-B,
PR0002417,2026-01-12 18:00:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,75.5,11,11,0,Running,Team-B,
PR0002418,2026-01-12 18:15:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,74.75,12,12,0,Running,Team-B,
PR0002419,2026-01-12 18:30:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,74.29,12,12,0,Running,Team-B,
PR0002420,2026-01-12 18:45:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,72.96,12,12,0,Running,Team-B,
PR0002421,2026-01-12 19:00:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,76.73,11,11,0,Running,Team-B,
PR0002422,2026-01-12 19:15:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,75.32,11,10,1,Running,Team-B,
PR0002423,2026-01-12 19:30:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,73.63,12,12,0,Running,Team-B,
PR0002424,2026-01-12 19:45:00,2026-01-12,B,ST01,ACT-300,15,0.0,15.0,72.6,71.85,12,12,0,Running,Team-B,
