downtime_id,station_id,start_time,end_time,duration_min,shift,category,failure_type,planned_flag,maintenance_required,product_id
DT000187,ST04,2026-01-15 17:32:36.561891829,2026-01-15 17:39:49.161891829,7.21,B,Equipment Failure,Fixture Fault,False,False,ACT-200
DT000188,ST04,2026-01-15 19:33:31.868450987,2026-01-15 19:47:01.868450987,13.5,B,Changeover,Product Changeover,False,True,ACT-200
DT000189,ST01,2026-01-16 03:18:09.813092989,2026-01-16 03:31:39.813092989,13.5,C,Tooling,Tool Change,False,True,ACT-100
DT000190,ST02,2026-01-16 00:15:00.000000000,2026-01-16 00:25:02.332153767,10.04,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000191,ST02,2026-01-16 01:00:00.000000000,2026-01-16 01:06:22.826476837,6.38,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000192,ST02,2026-01-16 03:02:58.913949810,2026-01-16 03:16:28.913949810,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000193,ST02,2026-01-16 04:01:07.618168295,2026-01-16 04:14:37.618168295,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000194,ST03,2026-01-16 01:17:31.244546918,2026-01-16 01:24:18.044546918,6.78,C,Quality,Inspection Calibration,False,False,ACT-100
DT000195,ST04,2026-01-15 23:49:37.062827080,2026-01-15 23:51:43.662827080,2.11,C,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000196,ST01,2026-01-16 11:01:46.388128332,2026-01-16 11:15:16.388128332,13.5,A,Sensor/Control,Coolant Sensor Alarm,False,True,ACT-200
DT000197,ST01,2026-01-16 12:19:04.837672096,2026-01-16 12:30:06.037672095,11.02,A,Tooling,Tool Change,False,True,ACT-200
DT000198,ST02,2026-01-16 08:16:10.160323091,2026-01-16 08:29:40.160323091,13.5,A,Equipment Failure,Gripper Fault,False,True,ACT-200
DT000199,ST02,2026-01-16 12:15:06.294898885,2026-01-16 12:28:36.294898885,13.5,A,Equipment Failure,Gripper Fault,False,True,ACT-200
DT000200,ST03,2026-01-16 08:32:41.726701562,2026-01-16 08:46:11.726701562,13.5,A,Sensor/Control,Measurement Sensor Fault,False,True,ACT-200
DT000201,ST04,2026-01-16 08:45:04.855400679,2026-01-16 08:46:54.655400679,1.83,A,Micro Stop,Assembly Micro Stop,False,False,ACT-200
DT000202,ST05,2026-01-16 09:48:17.911344644,2026-01-16 10:01:47.911344644,13.5,A,Equipment Failure,Packaging Jam,False,True,ACT-200
DT000203,ST01,2026-01-16 21:15:00.000000000,2026-01-16 21:25:21.557579289,10.36,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000204,ST02,2026-01-16 14:02:15.825195557,2026-01-16 14:15:45.825195557,13.5,B,Equipment Failure,Gripper Fault,False,True,ACT-200
DT000205,ST02,2026-01-16 15:01:07.608727596,2026-01-16 15:02:45.408727596,1.63,B,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000206,ST01,2026-01-16 23:30:00.000000000,2026-01-16 23:41:03.457757082,11.06,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000207,ST01,2026-01-17 02:15:00.000000000,2026-01-17 02:26:31.243356592,11.52,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000208,ST02,2026-01-16 23:17:30.211677148,2026-01-16 23:20:48.811677148,3.31,C,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000209,ST02,2026-01-17 03:19:08.687705163,2026-01-17 03:32:38.687705163,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-200
DT000210,ST02,2026-01-17 05:01:14.856557275,2026-01-17 05:14:44.856557275,13.5,C,Sensor/Control,Communication Fault,False,True,ACT-200
DT000211,ST03,2026-01-17 03:45:04.129408000,2026-01-17 03:58:34.129408000,13.5,C,Sensor/Control,Vision System Fault,False,True,ACT-200
DT000212,ST04,2026-01-17 02:03:20.939618332,2026-01-17 02:16:50.939618332,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000213,ST04,2026-01-17 04:46:41.832661721,2026-01-17 05:00:11.832661721,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000214,ST05,2026-01-17 05:00:51.826618197,2026-01-17 05:14:21.826618197,13.5,C,Sensor/Control,Label Sensor Fault,False,True,ACT-200
DT000215,ST01,2026-01-19 08:18:08.760047234,2026-01-19 08:31:38.760047234,13.5,A,Tooling,Tool Wear,False,True,ACT-100
DT000216,ST02,2026-01-19 11:18:58.811146459,2026-01-19 11:32:10.811146459,13.2,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000217,ST03,2026-01-19 10:47:12.624905156,2026-01-19 10:54:54.624905156,7.7,A,Sensor/Control,Vision System Fault,False,False,ACT-100
DT000218,ST01,2026-01-19 16:00:00.000000000,2026-01-19 16:10:28.306107343,10.47,B,Maintenance,Planned Maintenance,True,True,ACT-300
DT000219,ST02,2026-01-19 17:32:55.790753609,2026-01-19 17:46:25.790753609,13.5,B,Equipment Failure,Gripper Fault,False,True,ACT-300
DT000220,ST04,2026-01-19 21:15:53.487978490,2026-01-19 21:29:23.487978490,13.5,B,Equipment Failure,Fixture Fault,False,True,ACT-300
DT000221,ST05,2026-01-19 14:18:26.906604198,2026-01-19 14:28:04.106604197,9.62,B,Sensor/Control,Label Sensor Fault,False,True,ACT-300
DT000222,ST01,2026-01-20 02:47:32.485931917,2026-01-20 02:56:35.485931917,9.05,C,Tooling,Tool Wear,False,True,ACT-100
DT000223,ST02,2026-01-19 22:47:23.466634464,2026-01-19 22:55:07.266634464,7.73,C,Sensor/Control,Communication Fault,False,False,ACT-100
DT000224,ST02,2026-01-20 00:48:30.532731146,2026-01-20 01:02:00.532731146,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000225,ST02,2026-01-20 03:01:32.162516046,2026-01-20 03:15:02.162516046,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000226,ST03,2026-01-19 23:46:14.268620066,2026-01-19 23:59:44.268620066,13.5,C,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000227,ST04,2026-01-20 01:34:59.127605283,2026-01-20 01:41:24.327605283,6.42,C,Equipment Failure,Fixture Fault,False,False,ACT-100
DT000228,ST05,2026-01-19 23:19:25.416381826,2026-01-19 23:21:28.416381825,2.05,C,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000229,ST01,2026-01-20 07:30:24.714375606,2026-01-20 07:33:34.314375606,3.16,A,Micro Stop,Minor CNC Stop,False,False,ACT-100
DT000230,ST01,2026-01-20 08:00:47.655622847,2026-01-20 08:04:02.655622847,3.25,A,Micro Stop,Minor CNC Stop,False,False,ACT-100
DT000231,ST01,2026-01-20 09:31:10.107010691,2026-01-20 09:44:40.107010691,13.5,A,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000232,ST02,2026-01-20 09:15:09.470248922,2026-01-20 09:28:39.470248922,13.5,A,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000233,ST02,2026-01-20 11:15:08.757252148,2026-01-20 11:21:29.757252148,6.35,A,Sensor/Control,Part Presence Sensor,False,False,ACT-100
DT000234,ST03,2026-01-20 08:30:00.000000000,2026-01-20 08:39:48.897917717,9.81,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000235,ST03,2026-01-20 09:18:06.101659218,2026-01-20 09:20:45.101659218,2.65,A,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000236,ST04,2026-01-20 09:17:04.349257541,2026-01-20 09:19:03.149257541,1.98,A,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000237,ST01,2026-01-20 18:01:24.600770827,2026-01-20 18:14:54.600770827,13.5,B,Equipment Failure,Spindle Fault,False,True,ACT-200
DT000238,ST02,2026-01-20 14:45:27.487945349,2026-01-20 14:48:32.287945349,3.08,B,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000239,ST02,2026-01-20 15:02:29.900187534,2026-01-20 15:15:59.900187534,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-200
DT000240,ST02,2026-01-20 15:19:30.046425434,2026-01-20 15:26:25.846425433,6.93,B,Equipment Failure,Robot Position Fault,False,False,ACT-200
DT000241,ST04,2026-01-20 18:00:00.000000000,2026-01-20 18:11:05.064036987,11.08,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000242,ST04,2026-01-20 19:32:10.581671659,2026-01-20 19:45:40.581671659,13.5,B,Material,Component Shortage,False,True,ACT-200
DT000243,ST01,2026-01-21 01:30:00.000000000,2026-01-21 01:35:46.089727829,5.77,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000244,ST02,2026-01-20 22:30:18.544708153,2026-01-20 22:43:48.544708153,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-200
DT000245,ST03,2026-01-20 23:45:00.000000000,2026-01-20 23:54:32.865951937,9.55,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000246,ST04,2026-01-21 01:03:38.130848314,2026-01-21 01:17:08.130848314,13.5,C,Changeover,Product Changeover,False,True,ACT-200
DT000247,ST04,2026-01-21 01:19:58.089042577,2026-01-21 01:26:28.089042577,6.5,C,Quality,Functional Test Failure,False,False,ACT-200
DT000248,ST05,2026-01-21 03:18:21.682096207,2026-01-21 03:31:51.682096207,13.5,C,Material,Packaging Material Shortage,False,True,ACT-200
DT000249,ST01,2026-01-21 10:03:21.032038716,2026-01-21 10:16:51.032038716,13.5,A,Tooling,Tool Wear,False,True,ACT-300
DT000250,ST03,2026-01-21 13:03:55.077797225,2026-01-21 13:06:34.677797225,2.66,A,Micro Stop,Inspection Micro Stop,False,False,ACT-300
DT000251,ST04,2026-01-21 06:49:56.874657695,2026-01-21 07:03:26.874657695,13.5,A,Changeover,Product Changeover,False,True,ACT-300
DT000252,ST04,2026-01-21 09:31:05.264829004,2026-01-21 09:44:35.264829004,13.5,A,Quality,Functional Test Failure,False,True,ACT-300
DT000253,ST02,2026-01-21 16:18:35.151417617,2026-01-21 16:32:05.151417617,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000254,ST03,2026-01-21 17:32:18.629047257,2026-01-21 17:45:48.629047257,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000255,ST03,2026-01-21 17:48:09.189314146,2026-01-21 18:01:39.189314146,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000256,ST03,2026-01-21 18:33:13.917915452,2026-01-21 18:46:43.917915452,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000257,ST05,2026-01-21 21:00:00.000000000,2026-01-21 21:07:28.315191574,7.47,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000258,ST01,2026-01-21 23:00:38.875361137,2026-01-21 23:09:47.875361137,9.15,C,Tooling,Tool Change,False,True,ACT-100
DT000259,ST02,2026-01-21 22:32:30.816392686,2026-01-21 22:46:00.816392686,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000260,ST02,2026-01-21 23:04:26.188803151,2026-01-21 23:17:56.188803151,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000261,ST02,2026-01-21 23:17:13.050414765,2026-01-21 23:30:43.050414765,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000262,ST02,2026-01-22 00:30:16.427979356,2026-01-22 00:41:24.827979356,11.14,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000263,ST02,2026-01-22 01:16:20.809433264,2026-01-22 01:29:50.809433264,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000264,ST02,2026-01-22 04:16:32.080723137,2026-01-22 04:22:26.080723137,5.9,C,Sensor/Control,Communication Fault,False,False,ACT-100
DT000265,ST03,2026-01-21 22:19:44.989826427,2026-01-21 22:33:04.789826427,13.33,C,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000266,ST03,2026-01-21 22:34:13.214089610,2026-01-21 22:47:43.214089610,13.5,C,Sensor/Control,Measurement Sensor Fault,False,True,ACT-100
DT000267,ST03,2026-01-22 02:00:21.712002905,2026-01-22 02:13:51.712002905,13.5,C,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000268,ST04,2026-01-21 23:18:01.795881079,2026-01-21 23:31:31.795881079,13.5,C,Material,Component Shortage,False,True,ACT-100
DT000269,ST04,2026-01-22 04:46:19.159462811,2026-01-22 04:48:50.359462811,2.52,C,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000270,ST02,2026-01-22 07:18:57.289619660,2026-01-22 07:32:27.289619660,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000271,ST03,2026-01-22 06:04:07.229786890,2026-01-22 06:05:10.229786890,1.05,A,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000272,ST03,2026-01-22 09:46:14.783359909,2026-01-22 09:48:08.183359908,1.89,A,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000273,ST03,2026-01-22 10:30:00.000000000,2026-01-22 10:41:18.392488122,11.31,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000274,ST03,2026-01-22 12:46:43.638531918,2026-01-22 13:00:13.638531918,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000275,ST03,2026-01-22 13:04:06.964695213,2026-01-22 13:13:03.364695213,8.94,A,Quality,Inspection Calibration,False,True,ACT-100
DT000276,ST04,2026-01-22 11:15:18.917557672,2026-01-22 11:25:18.917557672,10.0,A,Changeover,Product Changeover,False,True,ACT-100
DT000277,ST05,2026-01-22 09:48:33.504230898,2026-01-22 10:02:03.504230898,13.5,A,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000278,ST01,2026-01-22 18:04:15.358191053,2026-01-22 18:10:41.158191052,6.43,B,Tooling,Tool Change,False,False,ACT-100
DT000279,ST02,2026-01-22 20:46:58.544402470,2026-01-22 20:48:08.144402470,1.16,B,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000280,ST03,2026-01-22 16:16:17.461317851,2026-01-22 16:18:26.461317851,2.15,B,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000281,ST04,2026-01-22 15:31:14.824764420,2026-01-22 15:34:43.024764420,3.47,B,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000282,ST04,2026-01-22 17:45:23.648399133,2026-01-22 17:58:53.648399133,13.5,B,Quality,Functional Test Failure,False,True,ACT-100
DT000283,ST04,2026-01-22 18:48:09.091343268,2026-01-22 18:57:54.691343268,9.76,B,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000284,ST05,2026-01-22 15:01:35.581329403,2026-01-22 15:15:05.581329403,13.5,B,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000285,ST01,2026-01-22 22:01:15.367655793,2026-01-22 22:09:43.567655793,8.47,C,Sensor/Control,Coolant Sensor Alarm,False,True,ACT-300
DT000286,ST01,2026-01-23 04:03:40.682431950,2026-01-23 04:17:10.682431950,13.5,C,Equipment Failure,Spindle Fault,False,True,ACT-300
DT000287,ST02,2026-01-22 23:18:15.361187986,2026-01-22 23:25:41.161187985,7.43,C,Equipment Failure,Robot Position Fault,False,False,ACT-300
DT000288,ST02,2026-01-23 03:00:55.719320020,2026-01-23 03:08:52.119320020,7.94,C,Sensor/Control,Communication Fault,False,False,ACT-300
DT000289,ST02,2026-01-23 04:45:36.994203682,2026-01-23 04:59:06.994203682,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-300
DT000290,ST03,2026-01-23 05:00:48.215823029,2026-01-23 05:14:18.215823029,13.5,C,Sensor/Control,Measurement Sensor Fault,False,True,ACT-300
DT000291,ST04,2026-01-22 22:46:10.956042681,2026-01-22 22:59:31.956042681,13.35,C,Changeover,Product Changeover,False,True,ACT-300
DT000292,ST04,2026-01-23 05:01:55.111169869,2026-01-23 05:15:25.111169869,13.5,C,Material,Component Shortage,False,True,ACT-300
DT000293,ST05,2026-01-23 02:46:35.698132251,2026-01-23 02:56:07.498132251,9.53,C,Equipment Failure,Packaging Jam,False,True,ACT-300
DT000294,ST02,2026-01-23 07:30:58.489189237,2026-01-23 07:44:28.489189237,13.5,A,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000295,ST02,2026-01-23 10:04:51.767388914,2026-01-23 10:18:21.767388914,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000296,ST03,2026-01-23 06:15:00.000000000,2026-01-23 06:20:26.691894619,5.44,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000297,ST05,2026-01-23 13:17:32.986351800,2026-01-23 13:18:55.186351800,1.37,A,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000298,ST01,2026-01-23 14:30:55.663620023,2026-01-23 14:42:53.863620023,11.97,B,Tooling,Tool Wear,False,True,ACT-100
DT000299,ST01,2026-01-23 18:04:04.966507212,2026-01-23 18:13:25.366507212,9.34,B,Tooling,Tool Change,False,True,ACT-100
DT000300,ST03,2026-01-23 14:49:10.187437399,2026-01-23 15:02:40.187437399,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000301,ST04,2026-01-23 16:03:15.659538657,2026-01-23 16:16:45.659538657,13.5,B,Changeover,Product Changeover,False,True,ACT-100
DT000302,ST05,2026-01-23 18:16:45.480140627,2026-01-23 18:28:43.080140627,11.96,B,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000303,ST01,2026-01-24 03:34:26.392182889,2026-01-24 03:36:32.392182889,2.1,C,Micro Stop,Minor CNC Stop,False,False,ACT-200
DT000304,ST01,2026-01-24 04:16:30.931132140,2026-01-24 04:29:11.131132140,12.67,C,Tooling,Tool Wear,False,True,ACT-200
DT000305,ST02,2026-01-23 22:33:04.187295770,2026-01-23 22:46:34.187295770,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-200
DT000306,ST02,2026-01-24 00:47:57.887836649,2026-01-24 00:56:06.887836649,8.15,C,Equipment Failure,Robot Position Fault,False,True,ACT-200
DT000307,ST02,2026-01-24 02:30:22.025647225,2026-01-24 02:34:20.825647225,3.98,C,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000308,ST03,2026-01-23 22:45:00.000000000,2026-01-23 22:54:17.656392231,9.29,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000309,ST03,2026-01-24 01:15:37.271518990,2026-01-24 01:29:07.271518990,13.5,C,Quality,Inspection Calibration,False,True,ACT-200
DT000310,ST04,2026-01-24 00:34:47.099601941,2026-01-24 00:48:17.099601941,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000311,ST04,2026-01-24 01:34:32.285431463,2026-01-24 01:48:02.285431463,13.5,C,Quality,Functional Test Failure,False,True,ACT-200
DT000312,ST04,2026-01-24 02:01:29.487803529,2026-01-24 02:14:59.487803529,13.5,C,Material,Component Shortage,False,True,ACT-200
DT000313,ST04,2026-01-24 03:46:53.570055056,2026-01-24 03:56:51.770055056,9.97,C,Quality,Functional Test Failure,False,True,ACT-200
DT000314,ST04,2026-01-24 04:45:06.183947650,2026-01-24 04:58:36.183947650,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000315,ST01,2026-01-26 09:02:52.550802527,2026-01-26 09:16:22.550802527,13.5,A,Tooling,Tool Change,False,True,ACT-200
DT000316,ST02,2026-01-26 10:04:25.109977379,2026-01-26 10:11:23.909977379,6.98,A,Sensor/Control,Part Presence Sensor,False,False,ACT-200
DT000317,ST03,2026-01-26 07:04:58.327706668,2026-01-26 07:18:28.327706668,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-200
DT000318,ST03,2026-01-26 11:19:15.610985184,2026-01-26 11:32:45.610985184,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-200
DT000319,ST05,2026-01-26 07:33:11.443370511,2026-01-26 07:45:54.643370511,12.72,A,Sensor/Control,Label Sensor Fault,False,True,ACT-200
DT000320,ST01,2026-01-26 14:30:50.769069270,2026-01-26 14:43:41.769069270,12.85,B,Tooling,Tool Wear,False,True,ACT-100
DT000321,ST01,2026-01-26 17:30:46.412064558,2026-01-26 17:44:16.412064558,13.5,B,Tooling,Tool Wear,False,True,ACT-100
DT000322,ST02,2026-01-26 19:18:13.033656290,2026-01-26 19:31:43.033656290,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000323,ST03,2026-01-26 18:34:59.634121724,2026-01-26 18:46:59.634121724,12.0,B,Sensor/Control,Measurement Sensor Fault,False,True,ACT-100
DT000324,ST05,2026-01-26 15:18:13.973484137,2026-01-26 15:31:43.973484137,13.5,B,Material,Packaging Material Shortage,False,True,ACT-100
DT000325,ST05,2026-01-26 18:01:56.484069256,2026-01-26 18:04:03.084069256,2.11,B,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000326,ST01,2026-01-27 03:33:52.105368898,2026-01-27 03:39:44.905368898,5.88,C,Tooling,Tool Change,False,False,ACT-100
DT000327,ST02,2026-01-27 04:34:04.462788702,2026-01-27 04:47:34.462788702,13.5,C,Sensor/Control,Communication Fault,False,True,ACT-100
DT000328,ST04,2026-01-26 22:31:09.947399560,2026-01-26 22:44:39.947399560,13.5,C,Quality,Functional Test Failure,False,True,ACT-100
DT000329,ST04,2026-01-27 00:33:08.982023676,2026-01-27 00:46:38.982023676,13.5,C,Quality,Functional Test Failure,False,True,ACT-100
DT000330,ST01,2026-01-27 08:01:58.286610438,2026-01-27 08:14:07.886610438,12.16,A,Tooling,Tool Wear,False,True,ACT-100
DT000331,ST01,2026-01-27 11:17:25.107586544,2026-01-27 11:30:55.107586544,13.5,A,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000332,ST02,2026-01-27 08:48:15.933761203,2026-01-27 09:01:45.933761203,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000333,ST02,2026-01-27 11:15:00.000000000,2026-01-27 11:25:58.420950202,10.97,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000334,ST02,2026-01-27 12:46:42.968325850,2026-01-27 12:55:17.168325850,8.57,A,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000335,ST03,2026-01-27 08:16:41.881924273,2026-01-27 08:30:11.881924273,13.5,A,Sensor/Control,Measurement Sensor Fault,False,True,ACT-100
DT000336,ST04,2026-01-27 11:19:49.300956745,2026-01-27 11:27:42.100956745,7.88,A,Quality,Functional Test Failure,False,False,ACT-100
DT000337,ST05,2026-01-27 11:30:07.652279386,2026-01-27 11:43:37.652279386,13.5,A,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000338,ST01,2026-01-27 16:45:46.093741496,2026-01-27 16:54:35.293741496,8.82,B,Equipment Failure,Spindle Fault,False,True,ACT-200
DT000339,ST01,2026-01-27 18:48:28.547253146,2026-01-27 18:50:36.347253146,2.13,B,Micro Stop,Minor CNC Stop,False,False,ACT-200
DT000340,ST01,2026-01-27 19:15:58.239307516,2026-01-27 19:29:28.239307516,13.5,B,Equipment Failure,Spindle Fault,False,True,ACT-200
DT000341,ST02,2026-01-27 14:49:36.159044583,2026-01-27 15:03:06.159044583,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-200
DT000342,ST02,2026-01-27 17:33:20.526411121,2026-01-27 17:34:55.326411121,1.58,B,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000343,ST04,2026-01-27 16:02:31.717854181,2026-01-27 16:16:01.717854181,13.5,B,Changeover,Product Changeover,False,True,ACT-200
DT000344,ST04,2026-01-27 18:30:26.924351306,2026-01-27 18:43:56.924351306,13.5,B,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000345,ST02,2026-01-27 22:15:19.430325898,2026-01-27 22:24:37.430325898,9.3,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000346,ST02,2026-01-27 23:49:43.678204184,2026-01-27 23:50:54.478204184,1.18,C,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000347,ST02,2026-01-28 04:18:30.128831837,2026-01-28 04:32:00.128831837,13.5,C,Sensor/Control,Communication Fault,False,True,ACT-100
DT000348,ST02,2026-01-28 04:34:40.202142388,2026-01-28 04:48:10.202142388,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000349,ST04,2026-01-27 22:49:31.869682231,2026-01-27 23:02:03.669682231,12.53,C,Changeover,Product Changeover,False,True,ACT-100
DT000350,ST04,2026-01-28 00:45:00.000000000,2026-01-28 00:51:48.468192400,6.81,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000351,ST04,2026-01-28 02:18:38.394363958,2026-01-28 02:32:08.394363958,13.5,C,Changeover,Product Changeover,False,True,ACT-100
DT000352,ST04,2026-01-28 04:04:28.172131973,2026-01-28 04:17:58.172131973,13.5,C,Material,Component Shortage,False,True,ACT-100
DT000353,ST05,2026-01-28 01:33:20.439881610,2026-01-28 01:46:50.439881610,13.5,C,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000354,ST01,2026-01-28 06:02:46.635225680,2026-01-28 06:16:16.635225680,13.5,A,Tooling,Tool Wear,False,True,ACT-200
DT000355,ST02,2026-01-28 06:33:29.909599112,2026-01-28 06:46:59.909599112,13.5,A,Sensor/Control,Communication Fault,False,True,ACT-200
DT000356,ST02,2026-01-28 10:34:14.661966376,2026-01-28 10:37:00.261966376,2.76,A,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000357,ST02,2026-01-28 11:45:42.540780354,2026-01-28 11:59:12.540780354,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-200
DT000358,ST03,2026-01-28 10:30:25.948582206,2026-01-28 10:43:55.948582206,13.5,A,Sensor/Control,Measurement Sensor Fault,False,True,ACT-200
DT000359,ST03,2026-01-28 12:30:30.771731615,2026-01-28 12:44:00.771731615,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-200
DT000360,ST04,2026-01-28 12:15:57.671120097,2026-01-28 12:29:27.671120097,13.5,A,Changeover,Product Changeover,False,True,ACT-200
DT000361,ST01,2026-01-28 15:34:41.263243645,2026-01-28 15:48:11.263243645,13.5,B,Tooling,Tool Change,False,True,ACT-100
DT000362,ST03,2026-01-28 18:18:43.653041156,2026-01-28 18:32:13.653041156,13.5,B,Quality,Inspection Calibration,False,True,ACT-100
DT000363,ST03,2026-01-28 21:01:22.898078691,2026-01-28 21:09:07.898078691,7.75,B,Sensor/Control,Vision System Fault,False,False,ACT-100
DT000364,ST04,2026-01-28 16:33:00.197413498,2026-01-28 16:46:30.197413498,13.5,B,Changeover,Product Changeover,False,True,ACT-100
DT000365,ST04,2026-01-28 19:48:39.608575694,2026-01-28 20:02:09.608575694,13.5,B,Material,Component Shortage,False,True,ACT-100
DT000366,ST01,2026-01-28 22:31:33.144142142,2026-01-28 22:45:03.144142142,13.5,C,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000367,ST01,2026-01-28 23:00:00.000000000,2026-01-28 23:07:53.744807639,7.9,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000368,ST01,2026-01-29 04:49:33.384401227,2026-01-29 05:03:03.384401227,13.5,C,Tooling,Tool Wear,False,True,ACT-100
DT000369,ST04,2026-01-29 03:03:15.829418961,2026-01-29 03:04:36.229418961,1.34,C,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000370,ST05,2026-01-29 01:45:09.011343926,2026-01-29 01:56:28.211343926,11.32,C,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000371,ST05,2026-01-29 03:19:14.542716541,2026-01-29 03:32:44.542716541,13.5,C,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000372,ST01,2026-01-29 07:15:58.307540834,2026-01-29 07:29:28.307540834,13.5,A,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000373,ST01,2026-01-29 09:30:00.000000000,2026-01-29 09:38:29.587490208,8.49,A,Maintenance,Planned Maintenance,True,True,ACT-100
